id,age,educ,union,laborinc,hours,tenure,mnjob,year,black,prof,manager,Sales,clerk,craft,operator,trans,service
4192,42,13,0,21129,3635,0,230,1986,0,0,1,0,0,0,0,0,0
4192,43,13,0,17412,3149,.80000001,415,1987,0,0,0,0,0,1,0,0,0
4196,26,10,0,10040,2056,2,715,1983,0,0,0,0,0,0,0,1,0
4196,27,10,0,7122,1723,3,715,1984,0,0,0,0,0,0,0,1,0
4196,29,10,0,7435,1720,4,715,1985,0,0,0,0,0,0,0,1,0
4196,29,10,0,8668,2040,5,715,1986,0,0,0,0,0,0,0,1,0
4196,30,10,0,8715,1808,0,415,1987,0,0,0,0,0,1,0,0,0
4209,26,15,0,29116,2232,4.5,315,1983,0,0,0,0,1,0,0,0,0
4209,27,15,0,30799,1904,6,321,1984,0,0,0,0,1,0,0,0,0
4209,28,15,0,36245,1944,7,245,1985,0,0,1,0,0,0,0,0,0
4209,29,15,0,35128,1920,32.5,55,1986,0,1,0,0,0,0,0,0,0
4209,30,15,0,36972,1920,9,245,1987,0,0,1,0,0,0,0,0,0
4210,37,14,0,25402,2041,10,245,1983,0,0,1,0,0,0,0,0,0
4210,38,14,0,25024,2089,10,245,1984,0,0,1,0,0,0,0,0,0
4210,39,14,0,27881,2096,11.5,506,1985,0,0,0,0,0,1,0,0,0
4210,40,14,0,25547,2080,13.4,63,1986,0,1,0,0,0,0,0,0,0
4210,41,14,0,24648,2496,13,506,1987,0,0,0,0,0,1,0,0,0
4212,32,14,0,27108,2036,11.8,770,1983,0,0,0,0,0,0,0,0,0
4212,34,14,0,23580,1933,14,715,1984,0,0,0,0,0,0,0,1,0
4212,35,14,0,25093,2008,14,715,1985,0,0,0,0,0,0,0,1,0
4212,36,14,0,26460,1979,15,381,1986,0,0,0,0,1,0,0,0,0
4212,37,14,0,26178,1920,15.9,381,1987,0,0,0,0,1,0,0,0,0
4221,51,12,1,28112,2100,3,473,1983,1,0,0,0,0,1,0,0,0
4221,52,12,1,30799,2205,31.299999,473,1984,1,0,0,0,0,1,0,0,0
4221,53,12,1,39033,2550,32.299999,473,1985,1,0,0,0,0,1,0,0,0
4221,54,12,1,29197,1037,33,473,1986,1,0,0,0,0,1,0,0,0
4221,55,12,1,61620,3825,34,473,1987,1,0,0,0,0,1,0,0,0
4226,33,13,0,23062,3026,3.5,715,1983,0,0,0,0,0,0,0,1,0
4226,35,13,0,22618,3942,5.5,715,1984,0,0,0,0,0,0,0,1,0
4226,36,13,0,24164,2777,5.6999998,715,1985,0,0,0,0,0,0,0,1,0
4226,37,13,0,23723,2890,6.6999998,715,1986,0,0,0,0,0,0,0,1,0
4226,38,13,0,22887,2464,9,715,1987,0,0,0,0,0,0,0,1,0
4229,36,14,0,46536,3048,.69999999,91,1983,0,1,0,0,0,0,0,0,0
4229,37,14,0,87584,2711,1.5,260,1984,0,0,0,1,0,0,0,0,0
4229,38,14,0,92937,2928,2.7,245,1985,0,0,1,0,0,0,0,0,0
4229,39,14,0,102190,2440,3.7,245,1986,0,0,1,0,0,0,0,0,0
4229,40,14,0,176056,2717,4.6999998,260,1987,0,0,0,1,0,0,0,0,0
4234,35,12,0,27108,3000,0,282,1983,0,0,0,1,0,0,0,0,0
4234,36,12,0,23099,2500,0,282,1984,0,0,0,1,0,0,0,0,0
4234,38,12,0,28067,2750,0,282,1985,0,0,0,1,0,0,0,0,0
4234,38,12,0,27372,2695,0,233,1986,0,0,1,0,0,0,0,0,0
4234,39,12,0,39613,3000,0,282,1987,0,0,0,1,0,0,0,0,0
4237,36,14,0,10040,2080,0,270,1983,0,0,0,1,0,0,0,0,0
4237,37,14,0,21174,2040,0,270,1984,0,0,0,1,0,0,0,0,0
4237,38,14,0,13011,2550,0,270,1985,0,0,0,1,0,0,0,0,0
4237,39,14,0,27828,2740,0,270,1986,0,0,0,1,0,0,0,0,0
4237,40,14,0,10563,2000,0,270,1987,0,0,0,1,0,0,0,0,0
4240,32,13,0,30120,2241,4.5,245,1983,0,0,1,0,0,0,0,0,0
4240,33,13,0,31761,1984,5,245,1984,0,0,1,0,0,0,0,0,0
4240,34,13,0,35316,1976,6.5,4,1985,0,1,0,0,0,0,0,0,0
4240,35,13,0,35584,1912,7,245,1986,0,0,1,0,0,0,0,0,0
4240,36,13,0,38380,1920,8.5,245,1987,0,0,1,0,0,0,0,0,0
4246,29,12,0,29618,2205,11,502,1983,0,0,0,0,0,1,0,0,0
4246,30,12,0,29572,2205,12,502,1984,0,0,0,0,0,1,0,0,0
4246,31,12,0,28810,2150,13,431,1985,0,0,0,0,0,1,0,0,0
4246,32,12,0,40146,3000,14,431,1986,0,0,0,0,0,1,0,0,0
4246,33,12,0,25088,2295,15,431,1987,0,0,0,0,0,1,0,0,0
4254,49,12,1,23092,1824,18,502,1983,0,0,0,0,0,1,0,0,0
4254,50,12,1,28525,2205,19,502,1984,0,0,0,0,0,1,0,0,0
4254,52,12,1,23234,1920,20,502,1985,0,0,0,0,0,1,0,0,0
4254,52,12,1,21898,2205,21,502,1986,0,0,0,0,0,1,0,0,0
4254,54,12,1,27102,2390,22,481,1987,0,0,0,0,0,1,0,0,0
4265,41,16,0,22476,3062,13,144,1983,0,1,0,0,0,0,0,0,0
4265,42,16,1,26988,2794,14,142,1984,0,1,0,0,0,0,0,0,0
4265,43,16,1,25615,2688,15,142,1985,0,1,0,0,0,0,0,0,0
4265,44,16,1,28495,2514,16,142,1986,0,1,0,0,0,0,0,0,0
4265,45,16,1,27509,2458,18,142,1987,0,1,0,0,0,0,0,0,0
4294,29,15,1,22088,2350,7,215,1983,0,0,1,0,0,0,0,0,0
4294,30,15,1,29836,2350,9,215,1984,0,0,1,0,0,0,0,0,0
4294,31,15,1,28810,2115,10,215,1985,0,0,1,0,0,0,0,0,0
4294,32,15,1,28285,2153,10,215,1986,0,0,1,0,0,0,0,0,0
4294,33,15,0,29930,2015,11,222,1987,0,0,1,0,0,0,0,0,0
4297,38,12,1,20582,1600,10,690,1983,0,0,0,0,0,0,1,0,0
4297,39,12,1,28874,1920,13,550,1984,0,0,0,0,0,1,0,0,0
4297,40,12,1,35781,2761,11.8,550,1985,0,0,0,0,0,1,0,0,0
4297,41,12,1,24088,1960,14,656,1986,0,0,0,0,0,0,1,0,0
4297,42,12,1,35211,2400,15,550,1987,0,0,0,0,0,1,0,0,0
4301,27,15,0,55221,2097,5.3000002,1,1983,0,1,0,0,0,0,0,0,0
4301,28,15,0,36574,2450,6,1,1984,0,1,0,0,0,0,0,0,0
4301,29,15,0,35316,2410,6.5,1,1985,0,1,0,0,0,0,0,0,0
4301,30,15,0,43796,2440,8,1,1986,0,1,0,0,0,0,0,0,0
4301,31,15,0,44014,2178,8.8000002,91,1987,0,1,0,0,0,0,0,0,0
4305,31,14,1,13275,1305,3.5,523,1983,0,0,0,0,0,1,0,0,0
4305,32,14,1,22128,1813,5,522,1984,0,0,0,0,0,1,0,0,0
4305,33,14,1,27881,1828,5.5,522,1985,0,0,0,0,0,1,0,0,0
4305,34,14,1,23084,1581,6.5999999,321,1986,0,0,0,0,1,0,0,0,0
4305,35,14,0,30370,1680,8,321,1987,0,0,0,0,1,0,0,0,0
4314,45,7,0,6168,1755,2,822,1983,0,0,0,0,0,0,0,0,0
4314,46,7,0,4131,1312,.80000001,822,1984,0,0,0,0,0,0,0,0,0
4314,47,7,0,8364,2158,.30000001,690,1985,0,0,0,0,0,0,1,0,0
4314,48,7,0,6569,2130,2,412,1986,0,0,0,0,0,1,0,0,0
4314,49,7,0,8803,2133,2,822,1987,0,0,0,0,0,0,0,0,0
4325,45,10,0,33133,2458,8,436,1983,0,0,0,0,0,1,0,0,0
4325,46,10,0,36574,3000,9.1999998,404,1984,0,0,0,0,0,1,0,0,0
4325,47,10,0,34851,2400,9.3000002,436,1985,0,0,0,0,0,1,0,0,0
4325,48,10,0,31934,2580,2,424,1986,0,0,0,0,0,1,0,0,0
4325,49,10,0,5855,1302,0,436,1987,0,0,0,0,0,1,0,0,0
4342,29,15,0,20569,2618,4,191,1983,0,1,0,0,0,0,0,0,0
4342,30,15,0,28008,2364,5.0999999,191,1984,0,1,0,0,0,0,0,0,0
4342,31,15,0,28857,2267,6.3000002,191,1985,0,1,0,0,0,0,0,0,0
4342,32,15,0,32026,2250,.1,191,1986,0,1,0,0,0,0,0,0,0
4342,33,15,0,16438,2052,1.2,191,1987,0,1,0,0,0,0,0,0,0
4350,32,15,0,16064,1479,4,144,1983,0,1,0,0,0,0,0,0,0
4350,33,15,0,15399,1820,5,144,1984,0,1,0,0,0,0,0,0,0
4350,34,15,0,16729,1384,6,144,1985,0,1,0,0,0,0,0,0,0
4350,35,15,0,18248,1590,7.5999999,144,1986,0,1,0,0,0,0,0,0,0
4350,36,15,0,17606,1735,8,144,1987,0,1,0,0,0,0,0,0,0
4356,38,12,0,24096,2590,3,161,1983,0,1,0,0,0,0,0,0,0
4356,39,12,0,25024,2670,.80000001,245,1984,0,0,1,0,0,0,0,0,0
4356,40,12,0,23234,2024,1.8,245,1985,0,0,1,0,0,0,0,0,0
4356,41,12,0,23723,2226,2.8,245,1986,0,0,1,0,0,0,0,0,0
4356,42,12,0,22887,2000,3.7,441,1987,0,0,0,0,0,1,0,0,0
4371,25,15,0,24610,2783,1.8,162,1983,0,1,0,0,0,0,0,0,0
4371,26,15,0,25243,3036,2.8,23,1984,0,1,0,0,0,0,0,0,0
4371,27,15,0,20446,2148,.69999999,45,1985,0,1,0,0,0,0,0,0,0
4371,28,15,0,28741,2500,1.6,45,1986,0,1,0,0,0,0,0,0,0
4371,29,15,0,35630,2232,2.7,45,1987,0,1,0,0,0,0,0,0,0
4374,38,15,0,38153,1920,15,245,1983,0,0,1,0,0,0,0,0,0
4374,39,15,0,36574,1920,17,321,1984,0,0,0,0,1,0,0,0,0
4374,40,15,0,39963,1920,18,312,1985,0,0,0,0,1,0,0,0,0
4374,41,15,0,44161,1920,19,312,1986,0,0,0,0,1,0,0,0,0
4374,42,15,0,40493,1920,20,245,1987,0,0,1,0,0,0,0,0,0
4379,34,15,0,27108,2940,5,86,1983,0,1,0,0,0,0,0,0,0
4379,35,15,0,30799,2695,6,86,1984,0,1,0,0,0,0,0,0,0
4379,36,15,0,29740,2640,6,1,1985,0,1,0,0,0,0,0,0,0
4379,37,15,0,22354,2640,8,86,1986,0,1,0,0,0,0,0,0,0
4379,38,15,0,31690,2450,9,245,1987,0,0,1,0,0,0,0,0,0
4383,49,16,0,25100,1920,19,76,1983,0,1,0,0,0,0,0,0,0
4383,50,16,0,24543,1920,20,174,1984,0,1,0,0,0,0,0,0,0
4383,51,16,0,23234,1944,21.4,76,1985,0,1,0,0,0,0,0,0,0
4383,52,16,0,23266,1928,22.299999,76,1986,0,1,0,0,0,0,0,0,0
4383,53,16,0,22887,1920,23.299999,76,1987,0,1,0,0,0,0,0,0,0
4420,39,14,0,18876,2028,6,75,1983,0,1,0,0,0,0,0,0,0
4420,40,14,0,24543,2075,7,75,1984,0,1,0,0,0,0,0,0,0
4420,41,14,0,24164,2052,8,75,1985,0,1,0,0,0,0,0,0,0
4420,42,14,0,25547,1956,9,75,1986,0,1,0,0,0,0,0,0,0
4420,43,14,0,26408,2046,10,75,1987,0,1,0,0,0,0,0,0,0
4425,38,10,0,8032,1530,1,436,1983,0,0,0,0,0,1,0,0,0
4425,39,10,0,10141,2000,2.2,436,1984,0,0,0,0,0,1,0,0,0
4425,40,10,0,10461,2000,3.3,436,1985,0,0,0,0,0,1,0,0,0
4425,41,10,0,11314,2086,4.0999999,436,1986,0,0,0,0,0,1,0,0,0
4425,42,10,0,11884,1950,6,436,1987,0,0,0,0,0,1,0,0,0
4440,45,12,0,19137,3120,0,245,1983,0,0,1,0,0,0,0,0,0
4440,46,12,0,23006,2805,0,245,1984,0,0,1,0,0,0,0,0,0
4440,47,12,0,29089,2600,0,245,1985,0,0,1,0,0,0,0,0,0
4440,48,12,0,28768,3060,0,473,1986,0,0,0,0,0,1,0,0,0
4440,49,12,0,20915,2520,0,245,1987,0,0,1,0,0,0,0,0,0
4444,46,12,0,34137,2156,12.5,4,1983,0,1,0,0,0,0,0,0,0
4444,47,12,0,36092,3780,14,4,1984,0,1,0,0,0,0,0,0,0
4444,48,12,0,39963,1976,14.7,245,1985,0,0,1,0,0,0,0,0,0
4444,49,12,0,39234,2115,15.5,4,1986,0,1,0,0,0,0,0,0,0
4444,50,12,0,40053,1904,17,4,1987,0,1,0,0,0,0,0,0,0
4447,43,14,0,23092,1904,16,484,1983,0,0,0,0,0,1,0,0,0
4447,44,14,0,19249,1930,17.299999,484,1984,0,0,0,0,0,1,0,0,0
4447,45,14,0,23234,1950,19.5,484,1985,0,0,0,0,0,1,0,0,0
4447,46,14,0,18248,1920,20,484,1986,0,0,0,0,0,1,0,0,0
4447,47,14,0,20246,1904,20.299999,484,1987,0,0,0,0,0,1,0,0,0
4453,28,14,0,14056,1496,.5,282,1983,0,0,0,1,0,0,0,0,0
4453,29,14,0,18768,2218,1.5,283,1984,0,0,0,1,0,0,0,0,0
4453,30,14,0,21375,2510,2.5,283,1985,0,0,0,1,0,0,0,0,0
4453,31,14,0,22810,2357,3.5,283,1986,0,0,0,1,0,0,0,0,0
4453,32,14,0,21127,2333,4.5999999,245,1987,0,0,1,0,0,0,0,0,0
4454,31,14,0,30163,1920,3,22,1983,0,1,0,0,0,0,0,0,0
4454,32,14,0,29032,1983,.30000001,15,1984,0,1,0,0,0,0,0,0,0
4454,33,14,0,28243,1952,5.1999998,15,1985,0,1,0,0,0,0,0,0,0
4454,34,14,0,29920,2009,6.1999998,23,1986,0,1,0,0,0,0,0,0,0
4454,35,14,0,32473,2050,7.3000002,22,1987,0,1,0,0,0,0,0,0,0
4471,42,10,0,25100,2000,5.5,172,1983,0,1,0,0,0,0,0,0,0
4471,43,10,0,20238,1626,.40000001,172,1984,0,1,0,0,0,0,0,0,0
4471,44,10,0,24164,2118,.5,3,1985,0,1,0,0,0,0,0,0,0
4471,45,10,0,24635,2040,2,172,1986,0,1,0,0,0,0,0,0,0
4471,46,10,0,23768,2000,2.5,172,1987,0,1,0,0,0,0,0,0,0
4473,47,7,0,19871,1680,8,680,1983,0,0,0,0,0,0,1,0,0
4473,49,7,0,14437,1280,.30000001,754,1984,0,0,0,0,0,0,0,0,0
4473,50,7,0,6506,1560,.5,680,1985,0,0,0,0,0,0,1,0,0
4473,51,7,0,16095,1944,.5,550,1986,0,0,0,0,0,1,0,0,0
4473,52,7,0,8803,1472,.60000002,914,1987,0,0,0,0,0,0,0,0,1
4484,45,12,1,16064,1800,29,402,1983,1,0,0,0,0,1,0,0,0
4484,46,12,1,13277,1920,29,402,1984,1,0,0,0,0,1,0,0,0
4484,47,12,1,14684,1785,29.6,402,1985,1,0,0,0,0,1,0,0,0
4484,48,12,1,14599,1800,27,402,1986,1,0,0,0,0,1,0,0,0
4484,49,12,1,10123,1920,30,402,1987,1,0,0,0,0,1,0,0,0
4496,36,13,1,31124,2192,8,631,1983,0,0,0,0,0,0,1,0,0
4496,36,13,1,28874,2096,2.9000001,631,1984,0,0,0,0,0,0,1,0,0
4496,37,13,1,27881,1984,4,631,1985,0,0,0,0,0,0,1,0,0
4496,38,13,1,26460,2184,.2,631,1986,0,0,0,0,0,0,1,0,0
4496,39,13,1,25528,2094,1.5,631,1987,0,0,0,0,0,0,1,0,0
4500,44,14,0,50201,2940,1.2,245,1983,0,0,1,0,0,0,0,0,0
4500,46,14,0,52936,2400,2.3,755,1984,0,0,0,0,0,0,0,0,0
4500,47,14,0,59712,2496,3.3,245,1985,0,0,1,0,0,0,0,0,0
4500,48,14,0,61588,2618,4.1999998,245,1986,0,0,1,0,0,0,0,0,0
4500,48,14,0,58099,2640,5.3000002,216,1987,0,0,1,0,0,0,0,0,0
4513,33,14,0,19076,2048,1,461,1983,0,0,0,0,0,1,0,0,0
4513,34,14,0,20597,1992,2,561,1984,0,0,0,0,0,1,0,0,0
4513,35,14,0,21933,1952,3.2,461,1985,0,0,0,0,0,1,0,0,0
4513,36,14,0,25456,2336,4,461,1986,0,0,0,0,0,1,0,0,0
4513,37,14,0,28037,2316,5,461,1987,0,0,0,0,0,1,0,0,0
4525,30,14,0,27108,2075,6,225,1983,0,0,1,0,0,0,0,0,0
4525,31,14,0,30281,1994,.30000001,323,1984,0,0,0,0,1,0,0,0,0
4525,32,14,0,40892,2083,.40000001,225,1985,0,0,1,0,0,0,0,0,0
4525,33,14,0,56569,2100,.5,225,1986,0,0,1,0,0,0,0,0,0
4525,34,14,0,48415,2550,8,245,1987,0,0,1,0,0,0,0,0,0
4528,46,14,1,40161,2936,5.5,522,1983,0,0,0,0,0,1,0,0,0
4528,47,14,1,43311,2056,6.5,522,1984,0,0,0,0,0,1,0,0,0
4528,48,14,0,32528,1736,.80000001,680,1985,0,0,0,0,0,0,1,0,0
4528,49,14,0,22810,1584,.1,522,1986,0,0,0,0,0,1,0,0,0
4528,50,14,0,17606,1520,1.1,441,1987,0,0,0,0,0,1,0,0,0
4537,42,15,0,30120,2250,6,56,1983,0,1,0,0,0,0,0,0,0
4537,43,15,0,30799,2034,6,56,1984,0,1,0,0,0,0,0,0,0
4537,44,15,0,35316,2226,8.8000002,56,1985,0,1,0,0,0,0,0,0,0
4537,45,15,0,34672,2178,8.3999996,212,1986,0,0,1,0,0,0,0,0,0
4537,46,15,0,36972,2250,10,56,1987,0,1,0,0,0,0,0,0,0
4550,32,12,1,21084,2250,9,441,1983,0,0,0,0,0,1,0,0,0
4550,34,12,0,19249,2000,10,374,1984,0,0,0,0,1,0,0,0,0
4550,34,12,1,23234,2250,11.1,374,1985,0,0,0,0,1,0,0,0,0
4550,35,12,0,23723,2500,16.200001,245,1986,0,0,1,0,0,0,0,0,0
4550,36,12,0,24032,2000,13,245,1987,0,0,1,0,0,0,0,0,0
4563,25,14,0,16817,2240,4,314,1983,0,0,0,0,1,0,0,0,0
4563,26,14,0,23580,2220,5.5,321,1984,0,0,0,0,1,0,0,0,0
4563,27,14,0,18587,2020,6.5,282,1985,0,0,0,1,0,0,0,0,0
4563,28,14,0,20985,2252,7.3000002,282,1986,0,0,0,1,0,0,0,0,0
4563,29,14,0,20246,2127,8,220,1987,0,0,1,0,0,0,0,0,0
4589,31,13,1,20119,1872,5,152,1983,0,1,0,0,0,0,0,0,0
4589,32,13,1,22714,2140,6,152,1984,0,1,0,0,0,0,0,0,0
4589,33,13,1,28439,2618,8,183,1985,0,1,0,0,0,0,0,0,0
4589,34,13,1,21350,1986,7,152,1986,0,1,0,0,0,0,0,0,0
4589,35,13,0,26364,2000,9.1999998,152,1987,0,1,0,0,0,0,0,0,0
4597,29,16,1,38153,1818,.30000001,271,1983,0,0,0,1,0,0,0,0,0
4597,30,16,1,36574,2450,1.3,91,1984,0,1,0,0,0,0,0,0,0
4597,31,16,0,35316,2562,3,91,1985,0,1,0,0,0,0,0,0,0
4597,32,16,0,48358,2450,3.3,91,1986,0,1,0,0,0,0,0,0,0
4597,33,16,0,56338,2490,4.3000002,91,1987,0,1,0,0,0,0,0,0,0
4619,40,12,1,30120,1762,21,481,1983,0,0,0,0,0,1,0,0,0
4619,41,12,1,25987,1824,22,481,1984,0,0,0,0,0,1,0,0,0
4619,42,12,1,29910,2261,24,481,1985,0,0,0,0,0,1,0,0,0
4619,43,12,1,29197,2430,25,481,1986,0,0,0,0,0,1,0,0,0
4619,44,12,1,30284,2585,25,481,1987,0,0,0,0,0,1,0,0,0
4624,45,14,0,86211,3200,8,284,1983,0,0,0,1,0,0,0,0,0
4624,46,14,0,76997,3000,9.3000002,284,1984,0,0,0,1,0,0,0,0,0
4624,48,14,0,52974,2940,19.299999,284,1985,0,0,0,1,0,0,0,0,0
4624,48,14,0,45620,2940,11,284,1986,0,0,0,1,0,0,0,0,0
4624,49,14,0,44014,3060,12,231,1987,0,0,1,0,0,0,0,0,0
4637,28,12,0,24264,2200,10,715,1983,1,0,0,0,0,0,0,1,0
4637,29,12,0,19249,2020,10.5,715,1984,1,0,0,0,0,0,0,1,0
4637,30,12,0,18030,1900,11.7,715,1985,1,0,0,0,0,0,0,1,0
4637,31,12,0,17336,2088,12.6,715,1986,1,0,0,0,0,0,0,1,0
4637,32,12,0,17606,2214,13.7,705,1987,1,0,0,0,0,0,0,1,0
4645,35,14,0,33133,2000,4,233,1983,0,0,1,0,0,0,0,0,0
4645,35,14,0,34649,2940,5,233,1984,0,0,1,0,0,0,0,0,0
4645,37,14,0,29740,3060,6,233,1985,0,0,1,0,0,0,0,0,0
4645,37,14,0,9124,2916,.40000001,284,1986,0,0,0,1,0,0,0,0,0
4645,39,14,0,26408,2784,1.5,284,1987,0,0,0,1,0,0,0,0,0
4679,35,12,0,20080,3630,5,522,1983,0,0,0,0,0,1,0,0,0
4679,37,12,0,20885,3680,6,522,1984,0,0,0,0,0,1,0,0,0
4679,38,12,0,16729,1984,.1,481,1985,0,0,0,0,0,1,0,0,0
4679,38,12,0,18248,2416,1,481,1986,0,0,0,0,0,1,0,0,0
4679,40,12,0,17165,2193,0,481,1987,0,0,0,0,0,1,0,0,0
4682,30,14,0,16064,2480,4,282,1983,0,0,0,1,0,0,0,0,0
4682,31,14,0,20212,2480,5,282,1984,0,0,0,1,0,0,0,0,0
4682,32,14,0,26022,2450,5.8000002,282,1985,0,0,0,1,0,0,0,0,0
4682,33,14,0,25547,2187,.30000001,282,1986,0,0,0,1,0,0,0,0,0
4682,34,14,0,36092,1992,1.3,281,1987,0,0,0,1,0,0,0,0,0
4690,35,16,0,40161,2020,6,31,1983,0,1,0,0,0,0,0,0,0
4690,36,16,1,42348,2050,6.5,31,1984,0,1,0,0,0,0,0,0,0
4690,37,16,0,42286,1938,7.5,31,1985,0,1,0,0,0,0,0,0,0
4690,38,16,0,40146,2070,8.1999998,31,1986,0,1,0,0,0,0,0,0,0
4690,39,16,0,40493,1864,9.5,31,1987,0,1,0,0,0,0,0,0,0
4702,41,15,0,33133,2214,16,6,1983,0,1,0,0,0,0,0,0,0
4702,42,15,0,33686,1974,17,55,1984,0,1,0,0,0,0,0,0,0
4702,43,15,0,31599,2183,18.5,12,1985,0,1,0,0,0,0,0,0,0
4702,44,15,0,36131,2058,20,23,1986,0,1,0,0,0,0,0,0,0
4702,45,15,0,33841,2142,20.799999,12,1987,0,1,0,0,0,0,0,0,0
4731,37,14,0,32631,2010,5,245,1983,0,0,1,0,0,0,0,0,0
4731,38,14,0,39461,2052,6.5,245,1984,0,0,1,0,0,0,0,0,0
4731,39,14,0,37561,1944,7,245,1985,0,0,1,0,0,0,0,0,0
4731,40,14,0,39234,1960,8,245,1986,0,0,1,0,0,0,0,0,0
4731,41,14,0,40493,1928,9,245,1987,0,0,1,0,0,0,0,0,0
4755,26,15,0,13052,2233,0,705,1983,0,0,0,0,0,0,0,1,0
4755,27,15,0,14711,2110,.1,245,1984,0,0,1,0,0,0,0,0,0
4755,28,15,0,24164,2040,.30000001,260,1985,0,0,0,1,0,0,0,0,0
4755,29,15,0,27372,2080,0,245,1986,0,0,1,0,0,0,0,0,0
4755,30,15,0,20441,2340,0,245,1987,0,0,1,0,0,0,0,0,0
4759,34,15,0,40161,3024,1.8,245,1983,0,0,1,0,0,0,0,0,0
4759,35,15,0,43311,2530,3,245,1984,0,0,1,0,0,0,0,0,0
4759,36,15,0,46468,3000,1.1,245,1985,0,0,1,0,0,0,0,0,0
4759,37,15,0,41971,3318,.60000002,245,1986,0,0,1,0,0,0,0,0,0
4759,38,15,0,42254,2578,.30000001,245,1987,0,0,1,0,0,0,0,0,0
4763,46,15,0,39538,2300,3,1,1983,0,1,0,0,0,0,0,0,0
4763,47,15,0,44466,2664,4,1,1984,0,1,0,0,0,0,0,0,0
4763,48,15,0,47862,2350,5,1,1985,0,1,0,0,0,0,0,0,0
4763,49,15,0,53447,2361,6.1999998,1,1986,0,1,0,0,0,0,0,0,0
4763,50,15,0,55526,2116,0,1,1987,0,1,0,0,0,0,0,0,0
4769,45,13,1,34137,1813,26,430,1983,0,0,0,0,0,1,0,0,0
4769,47,13,1,37408,2210,26,430,1984,0,0,0,0,0,1,0,0,0
4769,47,13,1,38104,1936,28,554,1985,0,0,0,0,0,1,0,0,0
4769,48,13,1,41058,1960,29,245,1986,0,0,1,0,0,0,0,0,0
4769,49,13,1,39613,1801,30,245,1987,0,0,1,0,0,0,0,0,0
4776,40,13,1,32631,2352,15,430,1983,0,0,0,0,0,1,0,0,0
4776,41,13,1,32724,2304,16,430,1984,0,0,0,0,0,1,0,0,0
4776,42,13,1,35316,2304,17,430,1985,0,0,0,0,0,1,0,0,0
4776,43,13,0,37409,2400,18,430,1986,0,0,0,0,0,1,0,0,0
4776,44,13,1,38380,3000,18.799999,12,1987,0,1,0,0,0,0,0,0,0
4785,40,14,0,25100,2066,5,441,1983,0,0,0,0,0,1,0,0,0
4785,41,14,0,22926,2050,6,374,1984,0,0,0,0,1,0,0,0,0
4785,42,14,0,24164,2050,7,374,1985,0,0,0,0,1,0,0,0,0
4785,43,14,0,24270,2000,7.0999999,374,1986,0,0,0,0,1,0,0,0,0
4785,44,14,0,25264,2384,9,245,1987,0,0,1,0,0,0,0,0,0
4796,34,15,0,53213,2350,.80000001,233,1983,0,0,1,0,0,0,0,0,0
4796,35,15,0,46198,2410,14,233,1984,0,0,1,0,0,0,0,0,0
4796,36,15,0,58550,2088,14,233,1985,0,0,1,0,0,0,0,0,0
4796,37,15,0,52920,1974,15,233,1986,0,0,1,0,0,0,0,0,0
4796,38,15,0,70423,3332,15,245,1987,0,0,1,0,0,0,0,0,0
4798,51,15,0,27108,2340,3.5,506,1983,0,0,0,0,0,1,0,0,0
4798,52,15,0,19291,2088,4,506,1984,0,0,0,0,0,1,0,0,0
4798,53,15,0,14870,1320,0,245,1985,0,0,1,0,0,0,0,0,0
4798,54,15,0,5536,2200,0,245,1986,0,0,1,0,0,0,0,0,0
4798,55,15,0,6734,3048,0,264,1987,0,0,0,1,0,0,0,0,0
4811,29,13,1,19076,1990,8.5,964,1983,0,0,0,0,0,0,0,0,1
4811,30,13,1,21174,2012,10,964,1984,0,0,0,0,0,0,0,0,1
4811,31,13,1,20911,2054,11,964,1985,0,0,0,0,0,0,0,0,1
4811,32,13,1,23723,2048,12.5,964,1986,0,0,0,0,0,0,0,0,1
4811,33,13,1,24472,1804,12.7,964,1987,0,0,0,0,0,0,0,0,1
4820,28,12,0,19076,2060,.5,283,1983,0,0,0,1,0,0,0,0,0
4820,29,12,0,18239,2500,1.5,283,1984,0,0,0,1,0,0,0,0,0
4820,30,12,0,24814,2331,2.5,283,1985,0,0,0,1,0,0,0,0,0
4820,31,12,0,38321,2450,4,282,1986,0,0,0,1,0,0,0,0,0
4820,32,12,0,54577,2300,5.1999998,281,1987,0,0,0,1,0,0,0,0,0
4836,49,12,0,13052,1928,11,495,1983,0,0,0,0,0,1,0,0,0
4836,50,12,0,13838,2074,14,441,1984,0,0,0,0,0,1,0,0,0
4836,51,12,0,20745,2140,14,481,1985,0,0,0,0,0,1,0,0,0
4836,53,12,0,16047,1960,24,481,1986,0,0,0,0,0,1,0,0,0
4836,54,12,0,8803,1464,.5,903,1987,0,0,0,0,0,0,0,0,1
4838,22,12,0,14558,2550,.1,600,1983,0,0,0,0,0,1,0,0,0
4838,23,12,0,17324,1930,1.2,600,1984,0,0,0,0,0,1,0,0,0
4838,23,12,0,7807,3850,2.5,600,1985,0,0,0,0,0,1,0,0,0
4838,25,12,0,10949,2480,4.0999999,600,1986,0,0,0,0,0,1,0,0,0
4838,26,12,0,9683,2600,.1,415,1987,0,0,0,0,0,1,0,0,0
4846,29,12,0,22339,1960,10,441,1983,0,0,0,0,0,1,0,0,0
4846,30,12,0,21367,2352,11,441,1984,0,0,0,0,0,1,0,0,0
